Name,Annotation Detail,Assign to...,DOI,Date,Dedicated hours,GBIF,GitHub Issue,Number of Pages,Project,Status,TB Reference Link,Template (Auto),Template Name,Treatment(s)?,Type (Auto),UUID,Zenodo
TMP.NeotropIchthyol.17.3.e180116.pdf.imf>,,Carolina Sokolowicz,10.1590/1982-0224-20180116,"Feb 14, 2020 → Feb 14, 2020",0.03,,,10,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/4F1CFFAFFFE1FFA23A6C704A7C64AD2F,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,4F1CFFAFFFE1FFA23A6C704A7C64AD2F,zenodo.org/record/3668116
TMP.NeotropIchthyol.17.3.e190006.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20190006,"Feb 14, 2020 → Feb 14, 2020",0.03,,,9,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/FF90FF83B60C9027642DFFBFFFBAFF95,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,FF90FF83B60C9027642DFFBFFFBAFF95,zenodo.org/record/3668132
TMP.NeotropIchthyol.17.3.e190030.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20190030,"Feb 14, 2020 → Feb 14, 2020",0.02,,,8,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/FFA1FF9C42013522FFD27021595BFF8C,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,FFA1FF9C42013522FFD27021595BFF8C,zenodo.org/record/3668146
TMP.NeotropIchthyol.17.3.e190069.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20190069,"Feb 14, 2020 → Feb 14, 2020",0.02,,,6,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/FFCEF7345046FFECFF95B31AD474A708,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,FFCEF7345046FFECFF95B31AD474A708,zenodo.org/record/3668156
TMP.NeotropIchthyol.17.4.e180004.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20180004,"Feb 14, 2020 → Feb 14, 2020",0.03,,,10,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/2315C635FFE4FFA3FFA3FFB8FFCB8A11,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,2315C635FFE4FFA3FFA3FFB8FFCB8A11,zenodo.org/record/3668166
TMP.NeotropIchthyol.17.4.e190025.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20190025,"Feb 14, 2020 → Feb 14, 2020",0.03,,,8,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/FFBABB3BFFAB6E18923DFFEBE763B05F,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,FFBABB3BFFAB6E18923DFFEBE763B05F,/zenodo.org/record/3668175
TMP.NeotropIchthyol.17.4.e190028.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20190028,"Feb 14, 2020 → Feb 14, 2020",0.05,,,8,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/E303626A547F47700135D068FFBFA16F,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,E303626A547F47700135D068FFBFA16F,zenodo.org/record/3668185
TMP.NeotropIchthyol.17.4.e190032.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20190032,"Feb 14, 2020 → Feb 14, 2020",0.05,,,11,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/FFD0FFCDFC0BFFB7FFF5FFA03B123C63,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,FFD0FFCDFC0BFFB7FFF5FFA03B123C63,zenodo.org/record/3668195
TMP.NeotropIchthyol.17.4.e190043.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20190043,"Feb 14, 2020 → Feb 14, 2020",0.05,,,12,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/0603FFFE3023FFFAFFE8FF977D116E74,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,0603FFFE3023FFFAFFE8FF977D116E74,zenodo.org/record/3668203
TMP.NeotropIchthyol.17.4.e190050.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20190050,"Feb 14, 2020 → Feb 14, 2020",0.05,,,7,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/FFBD4E11043AFFDD09150F27FFB9FFDD,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,FFBD4E11043AFFDD09150F27FFB9FFDD,zenodo.org/record/3668217
TMP.NeotropIchthyol.17.4.e190064.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20190064,"Feb 14, 2020 → Feb 14, 2020",0.03,,,8,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/4056FFCFFF8A3532B44EDF04FFD1FFC4,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,4056FFCFFF8A3532B44EDF04FFD1FFC4,zenodo.org/record/3668219
TMP.NeotropIchthyol.17.4.e190075.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20190075,"Feb 14, 2020 → Feb 14, 2020",0.05,,,8,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/FFAE0264FFF13F302F50FF88150F0622,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,FFAE0264FFF13F302F50FF88150F0622,zenodo.org/record/3668231
TMP.NeotropIchthyol.17.4.e190099.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20190099,"Feb 14, 2020 → Feb 14, 2020",0.03,,,10,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/FF95FFB67954262BFFD2121DE2683839,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,FF95FFB67954262BFFD2121DE2683839,zenodo.org/record/3668243
TMP.NeotropIchthyol.17.4.e190107.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20190107,"Feb 14, 2020 → Feb 14, 2020",0.05,,,11,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/276AFFAA5812FFFAB131FFBEFFB4FFF5,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,276AFFAA5812FFFAB131FFBEFFB4FFF5,zenodo.org/record/3668255
TMP.NeotropIchthyol.17.4.e190118.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20190118,"Feb 14, 2020 → Feb 14, 2020",0.03,,,9,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/FFC1FF842202FF89FFFBFFAAFFB73036,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,FFC1FF842202FF89FFFBFFAAFFB73036,zenodo.org/record/3668265
TMP.NeotropIchthyol.16.1.e160106.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20160106,"Feb 19, 2020 → Feb 19, 2020",0.05,,,12,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/0E1FFFF8F574B27FFFAC6C37960BFFBC,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,0E1FFFF8F574B27FFFAC6C37960BFFBC,zenodo.org/record/3675804
TMP.JNATHIST.53.23–24.1385–1393.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1651416,"Feb 17, 2020 → Feb 17, 2020",0.08,,,10,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/D61DFFA8FFDB72429206BD7BFF8EE463,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,No,Template-Based,D61DFFA8FFDB72429206BD7BFF8EE463,https://zenodo.org/record/3670077#.XkqGdChKhhE
TMP.JNATHIST.53.23–24.1395–1399.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1657196,"Feb 17, 2020 → Feb 17, 2020",0.1,,,6,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/FF9FFF979F011418FF9CFF969916FFBF,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,No,Template-Based,FF9FFF979F011418FF9CFF969916FFBF,https://zenodo.org/record/3670084#.XkqHCChKhhE
TMP.JNATHIST.53.23–24.1401–1420.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1655105,"Feb 17, 2020 → Feb 17, 2020",0.16,,,21,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/7E35CB09FFE8FFA13F28FFE5FC05FFFB,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,No,Template-Based,7E35CB09FFE8FFA13F28FFE5FC05FFFB,https://zenodo.org/record/3670094#.XkqHbihKhhE
TMP.JNATHIST.53.23–24.1421–1437.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1655106,"Feb 17, 2020 → Feb 17, 2020",0.33,http://www.gbif.org/dataset/c54a2573-abdd-42a7-aec3-4d657e4d8661,,18,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/CD493F38E73AFFAF0E627655FF82E33E,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,Yes,Template-Based,CD493F38E73AFFAF0E627655FF82E33E,https://zenodo.org/record/3670114#.XkqInChKhhE
TMP.JNATHIST.53.23–24.1439–1449.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1656295,"Feb 17, 2020 → Feb 17, 2020",0.05,,,12,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/FF81FFBBFFD9FFA94805FFD1081D684F,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,No,Template-Based,FF81FFBBFFD9FFA94805FFD1081D684F,https://zenodo.org/record/3670129#.XkqI5ShKhhE
TMP.JNATHIST.53.23–24.1451–1464.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1657194,"Feb 17, 2020 → Feb 17, 2020",0.06,http://www.gbif.org/dataset/2d874abb-081f-40a2-a358-3686c451b9b2 ,,15,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/FFF4BB24BC1EFFF5FFEFFFEFFFAAFFDB,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,Yes,Template-Based,FFF4BB24BC1EFFF5FFEFFFEFFFAAFFDB,https://zenodo.org/record/3670139#.XkqJVShKhhE
TMP.JNATHIST.53.23–24.1465–1479.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1657195,"Feb 17, 2020 → Feb 17, 2020",0.08,,,16,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/FF92FFB3FFB8FF864F4AFFA83649567A,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,No,Template-Based,FF92FFB3FFB8FF864F4AFFA83649567A,https://zenodo.org/record/3670159#.XkqK6yhKhhE
TMP.JNATHIST.53.23–24.1481–1490.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1657976,"Feb 17, 2020 → Feb 17, 2020",0.25,http://www.gbif.org/dataset/d63f2eb6-2ca6-4dc3-bb58-c9a9ba73e7e5,,11,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/E7420677FFFFFFA0FFF5FF9BAD34FFFA,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,Yes,Template-Based,E7420677FFFFFFA0FFF5FF9BAD34FFFA,https://zenodo.org/record/3670171#.XkqLVShKhhE
TMP.JNATHIST.53.23–24.1491–1514.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1657513,"Feb 17, 2020 → Feb 17, 2020",0.25,http://www.gbif.org/dataset/6be1c5ca-ab1b-4c69-8da2-b510a5ed3842 ,,25,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/FFA5A926FF8DFF959A14505FFF90FFE5,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,Yes,Template-Based,FFA5A926FF8DFF959A14505FFF90FFE5,https://zenodo.org/record/3670187#.XkqMpChKhhE
TMP.JNATHIST.53.25–26.1515–1531.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2018.1447700,"Feb 17, 2020 → Feb 17, 2020",0.1,,,18,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/6717FFE7FFDFFFC15F67FFF17955A200,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,No,Template-Based,6717FFE7FFDFFFC15F67FFF17955A200,https://zenodo.org/record/3670219#.XkqM4yhKhhE
TMP.JNATHIST.53.25–26.1533–1584.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2018.1524032,"Feb 17, 2020 → Feb 17, 2020",0.41,http://www.gbif.org/dataset/034ebcd9-efa7-416a-822c-b6aee0e57a1c,,53,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/FF825B40E348E23BFFA1A1435A0CFFCC,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,Yes,Template-Based,FF825B40E348E23BFFA1A1435A0CFFCC,https://zenodo.org/record/3670229#.XkqNZShKhhE
TMP.JNATHIST.53.25–26.1585–1606.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2018.1498550,"Feb 17, 2020 → Feb 17, 2020",0.08,,,23,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/DE77C9061249C37AFFDA344FE461FFAD,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,No,Template-Based,DE77C9061249C37AFFDA344FE461FFAD,https://zenodo.org/record/3670241#.XkqO5ChKhhE
TMP.JNATHIST.53.25–26.1607–1632.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2018.1536230,"Feb 17, 2020 → Feb 17, 2020",0.25,http://www.gbif.org/dataset/e03f39b4-2a35-4e20-80b1-db5302fccf9d,,27,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/FFABFFDCFFB9FFFFFFE7FF81C561FFCE,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,Yes,Template-Based,FFABFFDCFFB9FFFFFFE7FF81C561FFCE,https://zenodo.org/record/3670271#.XkqPKShKhhE
TMP.JNATHIST.53.27–28.1633–1645.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1658819,"Feb 17, 2020 → Feb 17, 2020",0.05,http://www.gbif.org/dataset/5876c089-ac56-431b-941e-61a51186120f ,,14,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/FFB8D126FFC2FF8FB81D2003C418FFDC,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,Yes,Template-Based,FFB8D126FFC2FF8FB81D2003C418FFDC,https://zenodo.org/record/3670287#.XkqQCyhKhhE
TMP.JNATHIST.53.27–28.1647–1672.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1656784,"Feb 17, 2020 → Feb 17, 2020",0.25,http://www.gbif.org/dataset/9773657e-8372-45b6-b04f-5df047fb3f6b ,,27,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/FF99FFCBFFA4FFF9015A276EFF835A3A,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,Yes,Template-Based,FF99FFCBFFA4FFF9015A276EFF835A3A,https://zenodo.org/record/3670307#.XkqQ2ihKhhE
TMP.JNATHIST.53.27–28.1673–1689.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1657975,"Feb 17, 2020 → Feb 17, 2020",0.08,http://www.gbif.org/dataset/2c890571-4b01-491a-90dc-f20b5372e1e3,,18,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/FFA59C0FFFF992103C6B5C576B34FFC6,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,Yes,Template-Based,FFA59C0FFFF992103C6B5C576B34FFC6,https://zenodo.org/record/3670325#.XkqRiShKhhE
TMP.JNATHIST.53.27–28.1691–1705.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1658820,"Feb 17, 2020 → Feb 17, 2020",0.1,,,16,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/AF0EFF89FF83A80B2129FFC3FF8FFFC0,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,No,Template-Based,AF0EFF89FF83A80B2129FFC3FF8FFFC0,https://zenodo.org/record/3670343#.XkqSoihKhhE
TMP.JNATHIST.53.27–28.1707–1719.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1668491,"Feb 17, 2020 → Feb 17, 2020",0.08,,,14,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/FFA8FF83CD72DC2AFD3D2C77FFEDBB05,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,No,Template-Based,FFA8FF83CD72DC2AFD3D2C77FFEDBB05,https://zenodo.org/record/3670353#.XkqS9ChKhhE
TMP.JNATHIST.53.27–28.1721–1735.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1658821,"Feb 17, 2020 → Feb 17, 2020",0.08,,,16,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/3C058E034D60FF92D134FFA9F350C944,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,No,Template-Based,3C058E034D60FF92D134FFA9F350C944,https://zenodo.org/record/3670361#.XkqTuihKhhE
TMP.JNATHIST.53.27–28.1737–1749.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1660430,"Feb 17, 2020 → Feb 17, 2020",0.08,,,14,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/FFEAFFFEFFBC4F767510FF9DC727FFD9,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,No,Template-Based,FFEAFFFEFFBC4F767510FF9DC727FFD9,https://zenodo.org/record/3670371#.XkqUWyhKhhE
TMP.JNATHIST.53.27–28.1751–1765.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1660429,"Feb 17, 2020 → Feb 17, 2020",0.08,http://www.gbif.org/dataset/95d9643a-ed68-42cf-a00c-fbaaa113c71f,,16,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/717CBB6DFFAC124AFFADEF76FFFDFF91,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,Yes,Template-Based,717CBB6DFFAC124AFFADEF76FFFDFF91,https://zenodo.org/record/3670379#.XkqVGihKhhE
TMP.NeotropIchthyol.16.1.e170005.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170005,"Feb 19, 2020 → Feb 19, 2020",0.03,,,12,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/FFBFFFD5FFA3FFC24C5AFFA9685DFFED,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,FFBFFFD5FFA3FFC24C5AFFA9685DFFED,zenodo.org/record/3675822
TMP.NeotropIchthyol.16.1.e170014.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170014,"Feb 19, 2020 → Feb 19, 2020",0.03,,,8,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/EA019237130D6F7E7175FFD3FFA9FFBD,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,EA019237130D6F7E7175FFD3FFA9FFBD,zenodo.org/record/3675830
TMP.NeotropIchthyol.16.1.e170047.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170047,"Feb 19, 2020 → Feb 19, 2020",0.2,https://www.gbif.org/dataset/6477a7bb-a261-443a-a462-137a6db3c7f5,,22,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/562A94565C593D53F314E8132755950B,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,562A94565C593D53F314E8132755950B,zenodo.org/record/3675844
TMP.NeotropIchthyol.16.1.e170050.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170050,"Feb 20, 2020 → Feb 20, 2020",0.03,,,6,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/FFBB9856CC02FFDCFFE9B32C240C7276,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,FFBB9856CC02FFDCFFE9B32C240C7276,zenodo.org/record/3675882
TMP.NeotropIchthyol.16.1.e170063.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170063,"Feb 20, 2020 → Feb 20, 2020",0.03,,,8,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/FFD9AE52C10AFFA58016E471FFF5FF9E,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,FFD9AE52C10AFFA58016E471FFF5FF9E,zenodo.org/record/3675892
TMP.NeotropIchthyol.16.1.e170065.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170065,"Feb 20, 2020 → Feb 20, 2020",0.05,,,12,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/FFBF2936FF8AE045B934B21C81175B5A,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,FFBF2936FF8AE045B934B21C81175B5A,zenodo.org/record/3675898
TMP.NeotropIchthyol.16.1.e170066.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170066,"Feb 20, 2020 → Feb 20, 2020",0.05,,,8,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/38241A29FFB35703FFF500485B0EFF98,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,38241A29FFB35703FFF500485B0EFF98,zenodo.org/record/3675910
TMP.NeotropIchthyol.16.1.e170068.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170068,"Feb 20, 2020 → Feb 20, 2020",0.03,,,6,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/0436067F04743542FFE0FFC9FFA1D84F,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,0436067F04743542FFE0FFC9FFA1D84F,zenodo.org/record/3675916
TMP.NeotropIchthyol.16.1.e170081.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170081,"Feb 20, 2020 → Feb 20, 2020",0.03,,,8,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/B82BFFCA9B52FFDCFFAAFFA895529A53,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,B82BFFCA9B52FFDCFFAAFFA895529A53,zenodo.org/record/3675920
TMP.NeotropIchthyol.16.1.e170089.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170089,"Feb 20, 2020 → Feb 20, 2020",0.03,,,8,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/FF99FFBEFFAAFFFB343EBB2CFFEEFFBC,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,FF99FFBEFFAAFFFB343EBB2CFFEEFFBC,zenodo.org/record/3675930
TMP.NeotropIchthyol.16.1.e170092.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170092,"Feb 20, 2020 → Feb 20, 2020",0.05,,,8,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/FF90A32EFFD89722FFE94757FFBFFFFA,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,FF90A32EFFD89722FFE94757FFBFFFFA,zenodo.org/record/3675944
TMP.NeotropIchthyol.16.1.e170128.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170128,"Feb 20, 2020 → Feb 20, 2020",0.03,,,6,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/FFD5B51FFFA6FF93E569FFFFFF95FFA8,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,FFD5B51FFFA6FF93E569FFFFFF95FFA8,zenodo.org/record/3675954
TMP.NeotropIchthyol.16.1.e170129.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170129,"Feb 20, 2020 → Feb 20, 2020",0.06,,,14,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/5D48FFD28647FFABFFDA6C441E780C75,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,5D48FFD28647FFABFFDA6C441E780C75,zenodo.org/record/3675962
TMP.NeotropIchthyol.16.1.e170130.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170130,"Feb 17, 2020",0.05,,,14,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,,
TMP.NeotropIchthyol.16.1.e170131.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170131,"Feb 17, 2020",0.05,,,8,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,,
TMP.NeotropIchthyol.16.1.e170134.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170134,"Feb 17, 2020",0.05,,,10,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,,
