Name,Annotation Detail,Assign to...,DOI,Date,Dedicated hours,GBIF,GitHub Issue,Number of Pages,Project,Status,TB Reference Link,Template (Auto),Template Name,Treatment(s)?,Type (Auto),UUID,Zenodo
TMP.NeotropIchthyol.16.1.e170135.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170135,"Feb 17, 2020",0.03,,,6,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,,
TMP.NeotropIchthyol.16.1.e170140.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170140,"Feb 17, 2020",0.03,,,8,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,,
TMP.NeotropIchthyol.16.1.e170141.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170141,"Feb 17, 2020",0.2,,,12,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,,
TMP.NeotropIchthyol.16.1.e170157.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170157,"Feb 17, 2020",0.1,,,12,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,,
TMP.NeotropIchthyol.16.2.e170086.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170086,"Feb 17, 2020",0.11,,,11,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,,
TMP.NeotropIchthyol.16.2.e170006.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170006,"Feb 17, 2020",0.08,,,11,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,,
TMP.NeotropIchthyol.16.2.e170045.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170045,"Feb 17, 2020",0.05,,,8,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,,
TMP.NeotropIchthyol.16.2.e170073.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170073,"Feb 17, 2020",0.06,,,10,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,,
TMP.NeotropIchthyol.16.2.e170086.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170086,"Feb 17, 2020",0.11,,,11,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,,
TMP.NeotropIchthyol.16.2.e170094.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170094,"Feb 21, 2020 → Feb 21, 2020",5,https://www.gbif.org/dataset/f68fe85c-2a4c-4625-b684-74f61398d6c2,,111,"50% n. sp./year, 70k treatments on TB, Scielo",Completed,http://publication.plazi.org/id/FFB0397B3847FFE9FFB4FFDA2B5A0600,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,FFB0397B3847FFE9FFB4FFDA2B5A0600,https://zenodo.org/record/3678395
TMP.JNATHIST.53.15–16.881–896.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1611968,"Feb 17, 2020 → Feb 18, 2020",0.08,http://www.gbif.org/dataset/796f067b-7656-4ce5-a61c-93466ace9f58,,17,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/6E772160FFCF311AD93DEB79FFF4A458,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,,Template-Based,6E772160FFCF311AD93DEB79FFF4A458,https://zenodo.org/record/3673134#.XkvoPChKhhE
TMP.JNATHIST.53.15–16.897–921.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1606355,"Feb 17, 2020 → Feb 18, 2020",0.25,http://www.gbif.org/dataset/6ef4ad0e-2d1a-498f-b752-3b19c6068c4f,,26,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/FFF298034F06FFD7FFE3FF80FFBFFF9B,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,,Template-Based,FFF298034F06FFD7FFE3FF80FFBFFF9B,https://zenodo.org/record/3673146#.XkvpDyhKhhE
TMP.JNATHIST.53.15–16.923–937.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1618509,"Feb 17, 2020 → Feb 18, 2020",0.16,http://www.gbif.org/dataset/2c902394-1936-4afa-a073-ffc258f6860f,,16,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/CB5CFF98FFB6F40E6E72FF88FF89FFCD,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,,Template-Based,CB5CFF98FFB6F40E6E72FF88FF89FFCD,https://zenodo.org/record/3673172#.XkvqFShKhhE
TMP.JNATHIST.53.15–16.939–963.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1611969,"Feb 17, 2020 → Feb 18, 2020",0.13,,,26,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/FF9BB811DA63FFFDFF9FC916FFC20064,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,No,Template-Based,FF9BB811DA63FFFDFF9FC916FFC20064,https://zenodo.org/record/3673204#.XkvqyChKhhE
TMP.JNATHIST.53.15–16.965–989.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1620893,"Feb 17, 2020 → Feb 18, 2020",0.25,http://www.gbif.org/dataset/42ae9e66-896e-456b-85a1-156825ee9a3e,,26,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/6E2AFFBE1269FFE3DC7EFFFDFF8AFFA3,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,Yes,Template-Based,6E2AFFBE1269FFE3DC7EFFFDFF8AFFA3,https://zenodo.org/record/3673222#.XkvsEChKhhF
TMP.JNATHIST.53.15–16.991–1000.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1608328,"Feb 17, 2020 → Feb 18, 2020",0.08,,,11,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/FFA903500A1A615FFFA65E4E3D50FFE7,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,No,Template-Based,FFA903500A1A615FFFA65E4E3D50FFE7,https://zenodo.org/record/3673251#.XkvshyhKhhE
TMP.JNATHIST.53.17–18.1001–1022.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1609113,"Feb 17, 2020 → Feb 18, 2020",0.25,http://www.gbif.org/dataset/7fbae291-93dd-4f4d-8f37-099844617aaf ,,23,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/FFECFFDC9768FFF5FFECDA54AD15E464,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,Yes,Template-Based,FFECFFDC9768FFF5FFECDA54AD15E464,https://zenodo.org/record/3673267#.XkvtFShKhhE
TMP.JNATHIST.53.17–18.1023–1059.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1589590,"Feb 17, 2020 → Feb 18, 2020",0.25,http://www.gbif.org/dataset/136ad297-7685-455e-bfdd-d8b6e2c7c942,,38,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/FFA8C86DFFF0CE648B762022F30BFF89,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,Yes,Template-Based,FFA8C86DFFF0CE648B762022F30BFF89,https://zenodo.org/record/3673283#.Xkvt0ShKhhE
TMP.JNATHIST.53.17–18.1061–1069.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1629660,"Feb 17, 2020 → Feb 18, 2020",0.08,,,10,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/F94A25096C5EFF8B237D5F36C113FFE7,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,No,Template-Based,F94A25096C5EFF8B237D5F36C113FFE7,https://zenodo.org/record/3673321#.XkvufihKhhE
TMP.JNATHIST.53.17–18.1071–1077.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1632952,"Feb 17, 2020 → Feb 18, 2020",0.08,http://www.gbif.org/dataset/433c8642-c66c-4bdd-b5c8-d0174d063ce4,,8,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/FFE0FFB2FFD9A1169C6BFFD2FFEAED14,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,Yes,Template-Based,FFE0FFB2FFD9A1169C6BFFD2FFEAED14,https://zenodo.org/record/3673335#.XkvvTShKhhE
TMP.JNATHIST.53.17–18.1079–1094.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1632953,"Feb 17, 2020 → Feb 18, 2020",0.25,http://www.gbif.org/dataset/40a01acc-3d55-4af1-9545-8d9e14d09acb,,17,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/C34DFFF8FF98FFF3397A1823FFABFFD8,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,Yes,Template-Based,C34DFFF8FF98FFF3397A1823FFABFFD8,https://zenodo.org/record/3673341#.Xkv1PyhKhhE
TMP.JNATHIST.53.17–18.1095–1129.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1634225,"Feb 17, 2020 → Feb 18, 2020",0.25,http://www.gbif.org/dataset/79412239-7640-4899-8d98-87f42d238d1f ,,36,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/22404F00DF53FFB7FF96FFD7FF86F86B,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,Yes,Template-Based,22404F00DF53FFB7FF96FFD7FF86F86B,https://zenodo.org/record/3673375#.Xkv14ihKhhE
TMP.JNATHIST.53.19–20.1131–1151.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1634773,"Feb 17, 2020 → Feb 18, 2020",0.08,,,22,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/FFE3FF90591FFFE3DE34A247BC4AFFE3,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,No,Template-Based,FFE3FF90591FFFE3DE34A247BC4AFFE3,https://zenodo.org/record/3673391#.XkwE-yhKhhE
TMP.JNATHIST.53.19–20.1153–1167.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1632951,"Feb 17, 2020 → Feb 18, 2020",0.08,,,16,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/D51A7E50FFCD7B12E435FF8E7277FF89,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,No,Template-Based,D51A7E50FFCD7B12E435FF8E7277FF89,https://zenodo.org/record/3673415#.XkwQjyhKhhE
TMP.JNATHIST.53.19–20.1169–1185.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1634771,"Feb 17, 2020 → Feb 18, 2020",0.08,,,18,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/FF85D832FFAAFFD4827AFFF3FFB9FF2E,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,No,Template-Based,FF85D832FFAAFFD4827AFFF3FFB9FF2E,https://zenodo.org/record/3673439#.XkwR3ihKhhE
TMP.JNATHIST.53.19–20.1187–1208.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1637476,"Feb 17, 2020 → Feb 18, 2020",0.08,,,23,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/FF8FFFC9FF97F348464DFFD2FFD5FB0E,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,No,Template-Based,FF8FFFC9FF97F348464DFFD2FFD5FB0E,https://zenodo.org/record/3673453#.XkwSfShKhhE
TMP.JNATHIST.53.19–20.1209–1246.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1634772,"Feb 17, 2020 → Feb 18, 2020",0.25,http://www.gbif.org/dataset/07592748-1046-4033-86f6-385de81795d7,,39,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/FFCE2A11FFB7C85C4F621005FFDEDB35,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,Yes,Template-Based,FFCE2A11FFB7C85C4F621005FFDEDB35,https://zenodo.org/record/3673463#.XkwTcShKhhE
TMP.JNATHIST.53.19–20.1247–1253.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1640907,"Feb 17, 2020 → Feb 18, 2020",0.08,http://www.gbif.org/dataset/f36dee28-a5db-4864-9b69-3df980679006,,8,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/FFD1372CDE4B7A00FFFFED2CFF9B6D32,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,Yes,Template-Based,FFD1372CDE4B7A00FFFFED2CFF9B6D32,https://zenodo.org/record/3673561#.XkwUJyhKhhE
TMP.JNATHIST.53.21–22.1263–1276.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1642528,"Feb 17, 2020 → Feb 18, 2020",0.13,,,15,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/FFC1FFF1FF9FA339FFD1FFE8FF97FFE1,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,No,Template-Based,FFC1FFF1FF9FA339FFD1FFE8FF97FFE1,https://zenodo.org/record/3673566#.XkwV6yhKhhE
TMP.JNATHIST.53.21–22.1277–1300.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1644385,"Feb 17, 2020 → Feb 18, 2020",0.08,http://www.gbif.org/dataset/0ee1981e-5117-482d-9900-38ef71cfaf24,,25,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/FFFDFFCBFE5D9314FFFCFF89FF9AE036,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,Yes,Template-Based,FFFDFFCBFE5D9314FFFCFF89FF9AE036,https://zenodo.org/record/3673588#.XkwWnyhKhhE
TMP.JNATHIST.53.21–22.1301–1312.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1648701,"Feb 17, 2020 → Feb 18, 2020",0.25,http://www.gbif.org/dataset/d550b362-3de5-4cc7-bea3-d3cc77532924,,13,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/FFDD1D6BF62DFFEFFFA67C3FFFDC756A,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,Yes,Template-Based,FFDD1D6BF62DFFEFFFA67C3FFFDC756A,https://zenodo.org/record/3673642#.XkwXOShKhhE
TMP.JNATHIST.53.21–22.1313–1349.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1650211,"Feb 17, 2020 → Feb 18, 2020",0.25,http://www.gbif.org/dataset/c0a71d30-9b64-466e-b7b5-203049f1656c,,38,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/AB27FFD0FFA2D97FFB0F874CB51D1D3F,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,Yes,Template-Based,AB27FFD0FFA2D97FFB0F874CB51D1D3F,https://zenodo.org/record/3673662#.XkwX8ChKhhE
TMP.JNATHIST.53.21–22.1351–1368.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1637475,"Feb 17, 2020 → Feb 18, 2020",0.25,https://www.gbif.org/dataset/75caa414-c102-4cf9-ade8-0f8b2d93b37b,,19,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/FFC34348FF84D346FF92A00FFF80FFB3,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,Yes,Template-Based,FFC34348FF84D346FF92A00FFF80FFB3,https://zenodo.org/record/3673676#.XkwaCyhKhhF
TMP.JNATHIST.53.21–22.1369–1384.pdf.imf,,Valdenar Gonçalves,10.1080/00222933.2019.1646338,"Feb 17, 2020 → Feb 18, 2020",0.25,http://www.gbif.org/dataset/9195a7a3-87bd-40a9-9165-2b2363b953b2,,17,"50% n. sp./year, 70k treatments on TB",Completed,http://publication.plazi.org/id/D06EFFB13D7D5A67FF8D3612702EFFDB,Yes,https://www.notion.so/J_NAT_HIST-2019-324327bdfbb844d6b0b23cdb8e2c5fe0,Yes,Template-Based,D06EFFB13D7D5A67FF8D3612702EFFDB,https://zenodo.org/record/3673704#.Xkwa2yhKhhE
TMP.NeotropIchthyol.16.2.e170120.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170120,"Feb 18, 2020",0.05,,,8,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,,
TMP.NeotropIchthyol.16.2.e170098.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170098,"Feb 18, 2020",0.06,,,12,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,,
TMP.NeotropIchthyol.16.2.e170139.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170139,"Feb 18, 2020",0.05,,,12,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,,
TMP.NeotropIchthyol.16.2.e170146.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170146,"Feb 18, 2020",0.11,,,9,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,Yes,Template-Based,,
TMP.NeotropIchthyol.16.2.e170148.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170148,"Feb 18, 2020",0.1,,,16,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,Yes,Template-Based,,
TMP.NeotropIchthyol.16.2.e170150.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170150,"Feb 18, 2020",0.06,,,18,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,,
TMP.NeotropIchthyol.16.2.e170152.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170152,"Feb 18, 2020",0.08,,,10,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,,
TMP.NeotropIchthyol.16.2.e170158.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170158,"Feb 18, 2020",0.08,,,7,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,Yes,Template-Based,,
TMP.NeotropIchthyol.16.2.e170164.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170164,"Feb 18, 2020",0.18,,,21,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,Yes,Template-Based,,
TMP.NeotropIchthyol.16.3.e180007.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20180007,"Feb 18, 2020",0.26,,,20,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,Yes,Template-Based,,
TMP.ActaEntMusNatPra.58.1.1-10.imf,Low-level,Tatiana Ruschel,10.2478/aemnp-2018-0001,"Feb 18, 2020",0.25,https://www.gbif.org/dataset/daf6e39c-3494-4db6-aec3-cc924e4a0970,,10,70k treatments on TB,Completed,http://tb.plazi.org/GgServer/summary/E956FFDEFFEDFFC2A553FFF8B139E403,Yes,https://www.notion.so/ActaEntMusNatPra-2018-to-2019-35122e5e91cb4502996353805d821ecd,Yes,Template-Based,E956FFDEFFEDFFC2A553FFF8B139E403,https://zenodo.org/record/3675976#.Xk56_WhKhhE
TMP.NeotropIchthyol.16.3.e180016.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20180016,"Feb 18, 2020",0.03,,,4,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,,
TMP.NeotropIchthyol.16.3.e180019.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20180019,"Feb 18, 2020",0.03,,,13,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,,
TMP.NeotropIchthyol.16.3.e180023.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20180023,"Feb 18, 2020",0.03,,,19,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,,
TMP.NeotropIchthyol.16.3.e180033.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20180033,"Feb 18, 2020",0.03,,,24,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,,
TMP.NeotropIchthyol.16.3.e180059.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20180059,"Feb 18, 2020",0.08,,,12,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,,
TMP.ActaEntMusNatPra.58.1.11-16.imf,Low-level,Tatiana Ruschel,10.2478/aemnp-2018-0002,"Feb 18, 2020",0.33,https://www.gbif.org/dataset/f553d534-ba8b-4fd4-abed-a2d6958550e8,,6,70k treatments on TB,Completed,http://tb.plazi.org/GgServer/summary/9305507FFFB2FFE88F7BFFD7497CCD5F,Yes,https://www.notion.so/ActaEntMusNatPra-2018-to-2019-35122e5e91cb4502996353805d821ecd,Yes,Template-Based,9305507FFFB2FFE88F7BFFD7497CCD5F,https://zenodo.org/record/3675222#.Xk2DrmhKhhE
TMP.NeotropIchthyol.16.3.e180095.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20180095,"Feb 18, 2020",0.05,,,14,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,,
TMP.NeotropIchthyol.16.3.e180128.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20180128,"Feb 18, 2020",0.03,,,8,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,,
TMP.NeotropIchthyol.16.3.e180130.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20160130,"Feb 18, 2020",0.05,,,10,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,,
TMP.NeotropIchthyol.16.4.e170038.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170038,"Feb 18, 2020",0.03,,,6,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,,
TMP.NeotropIchthyol.16.4.e170119.pdf.imf,,Carolina Sokolowicz,10.1590/1982-0224-20170119,"Feb 18, 2020",0.08,,,12,"50% n. sp./year, 70k treatments on TB, Scielo",In Progress,,Yes,https://www.notion.so/NeotropicalIchthyology-2003-ca1580ad37934b3e9f30a2a33e16bd2d,No,Template-Based,,
TMP.ActaEntMusNatPra.58.1.17-20.imf,Low-level,Tatiana Ruschel,10.2478/aemnp-2018-0003,"Feb 19, 2020 → Feb 19, 2020",0.1,https://www.gbif.org/dataset/ab36d8ef-e3ee-4e18-8399-8d611eae4239,,4,70k treatments on TB,Completed,http://tb.plazi.org/GgServer/summary/FFDFFFFD8A0333121A2CC0631F4CFFDD,Yes,https://www.notion.so/ActaEntMusNatPra-2018-to-2019-35122e5e91cb4502996353805d821ecd,Yes,Template-Based,FFDFFFFD8A0333121A2CC0631F4CFFDD,https://zenodo.org/record/3675230#.Xk2FKmhKhhE
TMP.ActaEntMusNatPra.58.1.21-24.imf,Low-level,Tatiana Ruschel,10.2478/aemnp-2018-0005,"Feb 19, 2020 → Feb 19, 2020",0.16,https://www.gbif.org/dataset/0d9551cf-4f90-4dd9-bc5a-7ba63cd73d33,,3,70k treatments on TB,Completed,http://tb.plazi.org/GgServer/summary/FF988042FFF2FFD4FFA14B77C448FFBB,Yes,https://www.notion.so/ActaEntMusNatPra-2018-to-2019-35122e5e91cb4502996353805d821ecd,Yes,Template-Based,FF988042FFF2FFD4FFA14B77C448FFBB,https://zenodo.org/record/3675238#.Xk2F7mhKhhE
TMP.ActaEntMusNatPra.58.1.25-30.imf,Low-level,Tatiana Ruschel,10.2478/aemnp-2018-0005,"Feb 19, 2020 → Feb 19, 2020",0.25,https://www.gbif.org/dataset/fd8141e3-acd9-48d3-a787-dfc1dbeca1cf,,6,70k treatments on TB,Completed,http://tb.plazi.org/GgServer/summary/FFD34460FF9CC11AFFD4FFE4067BE74F,Yes,https://www.notion.so/ActaEntMusNatPra-2018-to-2019-35122e5e91cb4502996353805d821ecd,Yes,Template-Based,FFD34460FF9CC11AFFD4FFE4067BE74F,https://zenodo.org/record/3675242#.Xk2IdGhKhhE
